Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade 4,Superfamily,Clade 5,Family,Subfamily,Lowest clade,Genus,Species,Taxon,Author,Year,Authority,Type_repository,Type_number,Type_specimen,Type_type,Repository_country,Type_country,Status,Notes
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,helgolandicus,Parotosuchus helgolandicus,Schröder,1913,Schröder (1913),MB,Am841,MB.Am841,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,komiensis,Parotosuchus komiensis,Novikov,1986,Novikov (1986),PIN,3361/18,PIN 3361/18,Holotype,Russia,Russia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parotosuchus,megarhinus,Parotosuchus megarhinus,"Chernin, Cosgriff",1975,"Chernin, Cosgriff (1975)",n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,nasutus,Parotosuchus nasutus,von Meyer,1858,von Meyer (1858),MB,Am448,MB.Am448,Neotype,Germany,Germany,Valid,data for lectotype; neotype is from Germany and at MB (Germany)
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,orenburgensis,Parotosuchus orenburgensis,Konzhukova,1965,Konzhukova (1965),PIN,951/42,PIN 951/42,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,orientalis,Parotosuchus orientalis,Ochev,1966,Ochev (1966),PIN,104/222,PIN 104/222,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,panteleevi,Parotosuchus panteleevi,Ochev,1966,Ochev (1966),PIN,104/3518,PIN 104/3518,Holotype,Russia,Russia,Disputed (species),
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,ptaszynskii,Parotosuchus ptaszynskii,"Sulej, Niedźwiedzki",2013,"Sulej, Niedźwiedzki (2013)",MPT,P 272,MPT.P 272,Holotype,Poland,Poland,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,sequester,Parotosuchus sequester,"Lozovsky, Shishkin",1974,"Lozovsky, Shishkin (1974)",PIN,3300/1,PIN 3300/1,Holotype,Russia,Kazahkstan,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paratosuchidae,N/A,Paratosuchidae,Parotosuchus,speleus,Parotosuchus speleus,"Shishkin, Sulej",2009,"Shishkin, Sulej (2009)",ZPAL,AbIV/105,ZPAL AbIV/105,Holotype,Poland,Poland,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,turfanensis,Parotosuchus turfanensis,Young,1966,Young (1966),IVPP,V.3230,IVPP V.3230,Holotype,China,China,Nomen dubium,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Pasawioops,mayi,Pasawioops mayi,"Fröbisch, Reisz",2008,"Fröbisch, Reisz (2008)",OMNH,73019,OMNH 73019,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Pelorocephalus,cacheutensis,Pelorocephalus cacheutensis,Rusconi,1953,Rusconi (1953),MCNA,2966,MCNA 2966,Holotype,Argentina,Argentina,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Pelorocephalus,ischigualastensis,Pelorocephalus ischigualastensis,Bonaparte,1975,Bonaparte (1975),MCZ,4299,MCZ 4299,Holotype,USA,Argentina,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Pelorocephalus,mendozensis,Pelorocephalus mendozensis,Cabrera,1944,Cabrera (1944),MLP,44-VII-5-1,MLP 44-VII-5-1,Holotype,Argentina,Argentina,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Pelorocephalus,tenax,Pelorocephalus tenax,Rusconi,1949,Rusconi (1949),MCNA,2752,MCNA 2752,Holotype,Argentina,Argentina,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pelosaurus,laticeps,Pelosaurus laticeps,Credner,1882,Credner (1882),unknown,unknown,unknown,Type (unspecified),unknown,Germany,Junior synonym,information unknown from literature available to me
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pelosaurus,longiscutatus,Pelosaurus longiscutatus,Theobald,1958,Theobald (1958),CIGUS,unknown,CIGUS 271,Holotype,Germany,Germany,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Peltobatrachus,pustulatus,Peltobatrachus pustulatus,Panchen,1959,Panchen (1959),CAMZM,T.267,CAMZM T.22,Holotype,UK,Tanzania,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Peltostega,erici,Peltostega erici,Wiman,1916,Wiman (1916),PIU,U 24,PIU U 24,Holotype,Sweden,Norway,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Peltostega,wimani,Peltostega wimani,Nilsson,1946,Nilsson (1946),PIU,U.39,PIU U.39,Holotype,Sweden,Norway,Junior synonym,
Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Perryella,olsoni,Perryella olsoni,Carlson,1987,Carlson (1987),SMM,P82.10.1,SMM P82.10.1,Holotype,USA,USA,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Petrophryne,granulata,Petrophryne granulata,Owen,1876,Owen (1876),NHMUK,R.510,NHMUK R.510,Holotype,UK,South Africa,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Petrophryne,major,Petrophryne major,Owen,1876,Owen (1876),NHMUK,R.4145,NHMUK R.4145,Holotype,UK,South Africa,Nomen dubium,current location unknown; cast at NHMUK
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pfarrwaldia,jeckenbachensis,Pfarrwaldia jeckenbachensis,Krätschmer,2004,Krätschmer (2004),unknown,unknown,unknown,Holotype,Germany,Germany,Junior synonym,same as neotype of S. haeuseri
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Phonerpeton,pricei,Phonerpeton pricei,Olson,1941,Olson (1941),MCZ,1419,MCZ 1419,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Phonerpeton,whitei,Phonerpeton whitei,Olson,1941,Olson (1941),MCZ,1767,MCZ 1767,Holotype,USA,USA,Disputed (species),"differences could be ontogenetic (Gee, 2020)"
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,N/A,Rhinesuchidae,Phrynosuchus,whaitsi,Phrynosuchus whaitsi,Broom,1913,Broom (1913),SAM-PK,2357,SAM-PK-2357,Holotype,South Africa,South Africa,Nomen dubium,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Piasimotriton,kochovi,Piasimotriton kochovi,"Werneburg, Schoch",2023,"Werneburg, Schoch (2023)",MHK,72271/2,MHK 72271/2,Holotype,Czech Republic,Czech Republic,Valid,in Werneburg et al. (2023); subset of authors are taxonomic authority
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,N/A,Plagiosauridae,Plagiobatrachus,australis,Plagiobatrachus australis,Warren,1985,Warren (1985),QM,F12267,QM F12267,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Plagiorophus,danilovi,Plagiorophus danilovi,Shishkin,1986,Shishkin (1986),PIN,2867/17,PIN 2867/17,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Plagiorophus,paraboliceps,Plagiorophus paraboliceps,Konzhukova,1955,Konzhukova (1955),PIN,415/5,PIN 415/5,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosaurinae,Plagiosauridae,Plagiosaurus,depressus,Plagiosaurus depressus,Jaekel,1914,Jaekel (1914),MB,Am.619–638,MB.Am.619–638,Holotype,Germany,Germany,Valid,"not entirely clear which specimen is the holotype, as the numbers represent a range of specimens in Schoch & Milner (2014); designations differ from paralectotype usage of Hellrung (2003) for some specimens"
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Plagiosaurus,striopustulatus,Plagiosaurus striopustulatus,von Huene,1922,von Huene (1922),SMNS,"11424, 55345-55351","SMNS 11424, 55345-55351",Syntypes,Germany,Germany,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,Shishkin,1986,Shishkin (1986),PIN,4121/11,PIN 4121/11,Holotype,Russia,Kazahkstan,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,ochevi,Plagioscutum ochevi,Shishkin,1986,Shishkin (1986),PIN,2430/80,PIN 2430/80,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Plagiosternum,granulosum,Plagiosternum granulosum,Fraas,1889,Fraas (1889),SMNS,11824,SMNS 11824,Lectotype,Germany,Germany,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Plagiosternum,nanum,Plagiosternum nanum,Schmidt,1931,Schmidt (1931),unknown,unknown,unknown,Holotype,unknown,Germany,Junior synonym,mixed holotype from multiple German localities
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagiosuchus,pustuliferus,Plagiosuchus pustuliferus,Fraas,1896,Fraas (1896),SMNS,55909,SMNS 55909,Lectotype,Germany,Germany,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Plagiosuchus,pustuloglomeratus,Plagiosuchus pustuloglomeratus,von Huene,1922,von Huene (1922),SMNS,11832,SMNS 11832,Lectotype,Germany,Germany,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Platycepsion,wilkinsoni,Platycepsion wilkinsoni,Stephens,1887,Stephens (1887),MMF,F.12872,MMF F.12872,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Platyhystricinae,Dissorophidae,Platyhystrix,rugosa,Platyhystrix rugosa,Case,1910,Case (1910),AMNH,FARB 4785,AMNH FARB 4756,Holotype,USA,USA,Valid,"wrong gender in original formulation; holotype may be lost (see Gee, 2020)"
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Platyhystrix,rugosus,Platyhystrix rugosus,,, (),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,wrong gender in original formulation
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Platyoposauridae,N/A,Platyoposauridae,Platyoposaurus,rickardi,Platyoposaurus rickardi,Twelvetrees,1880,Twelvetrees (1880),uncertain,uncertain,uncertain,Type (unspecified),uncertain,Russia,Uncertain,"originally in private collection; location now unknown. It was not diagnosed by Schoch & Milner (2000) and has scarcely been mentioned in the literature since (e.g., Naugolnykh et al., 2022)"
Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Platyoposauridae,N/A,Platyoposauridae,Platyoposaurus,stuckenbergi,Platyoposaurus stuckenbergi,Trautschold,1884,Trautschold (1884),PIN,49/1,PIN 49/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Platyoposauridae,N/A,Platyoposauridae,Platyoposaurus,vjuschkovi,Platyoposaurus vjuschkovi,Gubin,1991,Gubin (1991),PIN,272/57,PIN 272/57,Holotype,Russia,Russia,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Platyoposauridae,N/A,Platyoposauridae,Platyoposaurus,watsoni,Platyoposaurus watsoni,Efremov,1933,Efremov (1933),PIN,2250/8,PIN 2250/8,Holotype,Russia,Russia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Platyrhinops,fritschi,Platyrhinops fritschi,Werneburg,2012,Werneburg (2012),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Amphibamidae,N/A,Amphibamidae,Platyrhinops,lyelli,Platyrhinops lyelli,Wyman,1858,Wyman (1858),AMNH,FARB 6841,AMNH FARB 6837,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Platystega,depressa,Platystega depressa,Wiman,1914b,Wiman (1914b),PIU,U16,PIU U16,Holotype,Sweden,Norway,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Platystegos,loricatum,Platystegos loricatum,Dawson,1895,Dawson (1895),RM,3061-9,RM 3061-9,Lectotype,Canada,Canada,Junior synonym,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Plemmyradytes,shintoni,Plemmyradytes shintoni,"Huttenlocker, Pardo, Small",2007,"Huttenlocker, Pardo, Small (2007)",DMNH,49903,DMNH 320-R,Holotype,USA,USA,Valid,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Pleuronoura,pellati,Pleuronoura pellati,Gaudry,1879,Gaudry (1879),unknown,unknown,unknown,Holotype,France?,France,Nomen dubium,held in private collection
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Pneumatostega,potamia,Pneumatostega potamia,"Cosgriff, Zawiskie",1979,"Cosgriff, Zawiskie (1979)",BP,1/F981,BP 1/F3728,Holotype,South Africa,South Africa,Valid,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Porierpeton,nitens,Porierpeton nitens,Frič,1885b,Frič (1885b),NMP,1015,NMP 1015,Lectotype,Czech Republic,Czech Republic,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paratosuchidae,N/A,Paratosuchidae,Poryolosuchus,longicornis,Poryolosuchus longicornis,"Novikov, Shishkin",2018,"Novikov, Shishkin (2018)",PIN,4123/13,PIN 4123/13,Holotype,Russia,Russia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Potamochoston,limnaios,Potamochoston limnaios,Steen,1938,Steen (1938),CGH,271,"CGH 801a, b",Holotype,Czech Republic,Czech Republic,Junior synonym,synonymy not definitive
Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Platyoposauridae,N/A,Platyoposauridae,Prionosuchus,plummeri,Prionosuchus plummeri,Price,1948,Price (1948),DGM,320-R,DGM 5689,Holotype,Brazil,Brazil,Valid,
Temnospondyli,N,N,N,N/A,Edopoidea,N/A,Cochleosauridae,N/A,Cochleosauridae,Procochleosaurus,jarrowensis,Procochleosaurus jarrowensis,Sequeira,1996,Sequeira (1996),NHMUK,R.8453,NHMUK R.8453,Holotype,UK,UK,Valid,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Procuhy,nazariensis,Procuhy nazariensis,"Cisneros, Marsicano, Angielczyk, Smith, Richter, Fröbisch, Kammerer, Sadleir",2015,"Cisneros, Marsicano, Angielczyk, Smith, Richter, Fröbisch, Kammerer, Sadleir (2015)",MAP,PV011,MAP PV011,Holotype,Brazil,Brazil,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Procyclotosaurus,stantonensis,Procyclotosaurus stantonensis,Woodward,1904,Woodward (1904),NHMUK,R.3174,NHMUK R.3174,Holotype,UK,UK,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Promastodonsaurus,bellmanni,Promastodonsaurus bellmanni,Bonaparte,1963,Bonaparte (1963),PVL,2092,PVL 2092,Holotype,Argentina,Argentina,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Prothoosuchus,blomi,Prothoosuchus blomi,Getmanov,1989,Getmanov (1989),PIN,2423/1,PIN 2423/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Prothoosuchus,samariensis,Prothoosuchus samariensis,Getmanov,1989,Getmanov (1989),PIN,3997/1,PIN 3997/1,Holotype,Russia,Russia,Disputed (species),
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Capitosauroidea,Ptychosphenodon,browni,Ptychosphenodon browni,Seeley,1907,Seeley (1907),NHMUK,R.3503,NHMUK R.3503,Holotype,UK,South Africa,Nomen dubium,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Putterillia,platyceps,Putterillia platyceps,Broom,1930,Broom (1930),TM,168,TM168,Holotype,South Africa,South Africa,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Qantas,samarensis,Qantas samarensis,Novikov,2012a,Novikov (2012a),PIN,4419/1,PIN 4419/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Quasicyclotosaurus,campi,Quasicyclotosaurus campi,Schoch,2000,Schoch (2000),UCMP,37754,UCMP 37754,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Australerpetinae,Rhinesuchidae,Rastosuchus,hammeri,Rastosuchus hammeri,"Dias, Dias-da-Silva, Schultz",2020,"Dias, Dias-da-Silva, Schultz (2020)",UFRGS,PV 0350-P,UFRGS PV 0350-P,Holotype,Brazil,Brazil,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Raumbachia,compressa,Raumbachia compressa,Krätschmer,2004,Krätschmer (2004),unknown,unknown,unknown,Type (unspecified),Germany,Germany,Junior synonym,information unknown from literature available to me
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rehbornia,klauswaldensis,Rehbornia klauswaldensis,Krätschmer,2006,Krätschmer (2006),NHMM,PW-2005/2,NHMM-PW-2005/2,Holotype,Germany,Germany,Junior synonym,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Reiszerpeton,renascentis,Reiszerpeton renascentis,"Maddin, Fröbisch, Evans, Milner",2013,"Maddin, Fröbisch, Evans, Milner (2013)",MCZ,1911,MCZ 1911,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,Derwentiinae,Rhytidosteidae,Rewana,quadricuneata,Rewana quadricuneata,Howie,1972,Howie (1972),QM,F6471,QM F6471,Holotype,Australia,Australia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rewanobatrachus,aliciae,Rewanobatrachus aliciae,,2000,"Schoch, Milner",n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rhachitomous,valens,Rhachitomous valens,Cope,1878,Cope (1878),AMNH,FARB 4594,AMNH FARB 4593,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Rhadalognathus,boweni,Rhadalognathus boweni,Welles,1947,Welles (1947),UCMP,36221,UCMP 36221,Holotype,USA,USA,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lapillopsidae,N/A,Lapillopsidae,Rhigerpeton,isbelli,Rhigerpeton isbelli,"Gee, Beightol, Sidor",2023,"Gee, Beightol, Sidor (2023)",UWBM,VP 95522,UWBM VP 95522,Holotype,USA,Antarctica,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Rhinesuchinae,Rhinesuchidae,Rhineceps,nyasaensis,Rhineceps nyasaensis,Haughton,1927,Haughton (1927),SAM-PK,7866,SAM-PK-7866,Holotype,South Africa,Malawi,Valid,split holotype
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Australerpetinae,Rhinesuchidae,Rhinesuchoides,tenuiceps,Rhinesuchoides tenuiceps,"Olson, Broom",1937,"Olson, Broom (1937)",FMNH,UC 1519,FMNH UC 1484,Holotype,USA,South Africa,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rhinesuchus,africanus,Rhinesuchus africanus,Lydekker,1890,Lydekker (1890),n/a,n/a,n/a,n/a,n/a,n/a,Newer combination of a nomen dubium,"Broom reassigned Eryops africanus, ignoring the precedent of 'oweni' as the species"
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rhinesuchus,avenanti,Rhinesuchus avenanti,Boonstra,1940,Boonstra (1940),SAM-PK,11489,SAM-PK-11489,Holotype,South Africa,South Africa,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rhinesuchus,beaufortensis,Rhinesuchus beaufortensis,Boonstra,1940,Boonstra (1940),SAM-PK,3009,SAM-PK-3009,Holotype,South Africa,South Africa,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rhinesuchus,broomianus,Rhinesuchus broomianus,von Huene,1931,von Huene (1931),GPIT,F.1,"GPIT von Huene, 1931 F.1",Holotype,Germany,South Africa,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Rhinesuchinae,Rhinesuchidae,Rhinesuchus,capensis,Rhinesuchus capensis,Haughton,1925,Haughton (1925),SAM-PK,7419,SAM-PK-7419,Holotype,South Africa,South Africa,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rhinesuchus,major,Rhinesuchus major,Broom,1912,Broom (1912),MA,60c 1-1a,MA 60c 1-1a,Holotype,South Africa,South Africa,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rhinesuchus,rubidgei,Rhinesuchus rubidgei,Broom,1948,Broom (1948),RC,73,RC 73,Holotype,South Africa,South Africa,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,N/A,Rhinesuchidae,Rhinesuchus,wadiai,Rhinesuchus wadiai,Tripathi,1961b,Tripathi (1961b),GSI,18018,GSI 18017,Holotype,India,India,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Rhinesuchinae,Rhinesuchidae,Rhinesuchus,whaitsi,Rhinesuchus whaitsi,Broom,1908,Broom (1908),SAM-PK,1212,SAM-PK-1212,Holotype,South Africa,South Africa,Valid,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Rhinesuchus,wolgodvinensis,Rhinesuchus wolgodvinensis,Yakovlev,1923,Yakovlev (1923),PIN,225316-19,PIN 225316-19,Holotype,Russia,Russia,Nomen dubium,current location unknown per Marsicano et al. (2017)
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Rhytidosteus,capensis,Rhytidosteus capensis,Owen,1884,Owen (1884),NHMUK,R.455,NHMUK R.455,Holotype,UK,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Rhytidosteus,uralensis,Rhytidosteus uralensis,Shishkin,1994,Shishkin (1994),PIN,2394/17,PIN 2394/17,Holotype,Russia,Russia,Disputed (species),
