Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade 4,Superfamily,Clade 5,Family,Subfamily,Lowest clade,Genus,Species,Taxon,Author,Year,Authority,Type_repository,Type_number,Type_specimen,Type_type,Repository_country,Type_country,Status,Notes
352,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Pelorocephalus,tenax,Pelorocephalus tenax,Rusconi,1949,Rusconi (1949),MCNA,2752,MCNA 2752,Holotype,Argentina,Argentina,Valid,
353,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Peltobatrachus,pustulatus,Peltobatrachus pustulatus,Panchen,1959,Panchen (1959),CAMZM,T.267,CAMZM T.22,Holotype,UK,Tanzania,Valid,
354,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Peltostega,erici,Peltostega erici,Wiman,1916,Wiman (1916),PIU,U 24,PIU U 24,Holotype,Sweden,Norway,Valid,
355,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Perryella,olsoni,Perryella olsoni,Carlson,1987,Carlson (1987),SMM,P82.10.1,SMM P82.10.1,Holotype,USA,USA,Valid,
356,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Petrophryne,major,Petrophryne major,Owen,1876,Owen (1876),NHMUK,R.4145,NHMUK R.4145,Holotype,UK,South Africa,Nomen dubium,current location unknown; cast at NHMUK
357,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Phonerpeton,pricei,Phonerpeton pricei,Olson,1941,Olson (1941),MCZ,1419,MCZ 1419,Holotype,USA,USA,Valid,
358,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Phonerpeton,whitei,Phonerpeton whitei,Olson,1941,Olson (1941),MCZ,1767,MCZ 1767,Holotype,USA,USA,Disputed (species),"differences could be ontogenetic (Gee, 2020)"
359,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,N/A,Rhinesuchidae,Phrynosuchus,whaitsi,Phrynosuchus whaitsi,Broom,1913,Broom (1913),SAM-PK,2357,SAM-PK-2357,Holotype,South Africa,South Africa,Nomen dubium,
360,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Piasimotriton,kochovi,Piasimotriton kochovi,"Werneburg, Schoch",2023,"Werneburg, Schoch (2023)",MHK,72271/2,MHK 72271/2,Holotype,Czech Republic,Czech Republic,Valid,in Werneburg et al. (2023); subset of authors are taxonomic authority
361,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,N/A,Plagiosauridae,Plagiobatrachus,australis,Plagiobatrachus australis,Warren,1985,Warren (1985),QM,F12267,QM F12267,Holotype,Australia,Australia,Valid,
362,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Plagiorophus,danilovi,Plagiorophus danilovi,Shishkin,1986,Shishkin (1986),PIN,2867/17,PIN 2867/17,Holotype,Russia,Russia,Valid,
363,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Plagiorophus,paraboliceps,Plagiorophus paraboliceps,Konzhukova,1955,Konzhukova (1955),PIN,415/5,PIN 415/5,Holotype,Russia,Russia,Valid,
364,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosaurinae,Plagiosauridae,Plagiosaurus,depressus,Plagiosaurus depressus,Jaekel,1914,Jaekel (1914),MB,Am.619–638,MB.Am.619–638,Holotype,Germany,Germany,Valid,"not entirely clear which specimen is the holotype, as the numbers represent a range of specimens in Schoch & Milner (2014); designations differ from paralectotype usage of Hellrung (2003) for some specimens"
365,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,Shishkin,1986,Shishkin (1986),PIN,4121/11,PIN 4121/11,Holotype,Russia,Kazahkstan,Valid,
366,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,ochevi,Plagioscutum ochevi,Shishkin,1986,Shishkin (1986),PIN,2430/80,PIN 2430/80,Holotype,Russia,Russia,Valid,
367,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Plagiosternum,granulosum,Plagiosternum granulosum,Fraas,1889,Fraas (1889),SMNS,11824,SMNS 11824,Lectotype,Germany,Germany,Valid,
368,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagiosuchus,pustuliferus,Plagiosuchus pustuliferus,Fraas,1896,Fraas (1896),SMNS,55909,SMNS 55909,Lectotype,Germany,Germany,Valid,
369,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Platycepsion,wilkinsoni,Platycepsion wilkinsoni,Stephens,1887,Stephens (1887),MMF,F.12872,MMF F.12872,Holotype,Australia,Australia,Valid,
370,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Platyhystricinae,Dissorophidae,Platyhystrix,rugosa,Platyhystrix rugosa,Case,1910,Case (1910),AMNH,FARB 4785,AMNH FARB 4756,Holotype,USA,USA,Valid,"wrong gender in original formulation; holotype may be lost (see Gee, 2020)"
371,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Platyoposauridae,N/A,Platyoposauridae,Platyoposaurus,rickardi,Platyoposaurus rickardi,Twelvetrees,1880,Twelvetrees (1880),uncertain,uncertain,uncertain,Type (unspecified),uncertain,Russia,Uncertain,"originally in private collection; location now unknown. It was not diagnosed by Schoch & Milner (2000) and has scarcely been mentioned in the literature since (e.g., Naugolnykh et al., 2022)"
372,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Platyoposauridae,N/A,Platyoposauridae,Platyoposaurus,stuckenbergi,Platyoposaurus stuckenbergi,Trautschold,1884,Trautschold (1884),PIN,49/1,PIN 49/1,Holotype,Russia,Russia,Valid,
373,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Platyoposauridae,N/A,Platyoposauridae,Platyoposaurus,vjuschkovi,Platyoposaurus vjuschkovi,Gubin,1991,Gubin (1991),PIN,272/57,PIN 272/57,Holotype,Russia,Russia,Nomen dubium,
374,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Platyoposauridae,N/A,Platyoposauridae,Platyoposaurus,watsoni,Platyoposaurus watsoni,Efremov,1933,Efremov (1933),PIN,2250/8,PIN 2250/8,Holotype,Russia,Russia,Valid,
375,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Amphibamidae,N/A,Amphibamidae,Platyrhinops,lyelli,Platyrhinops lyelli,Wyman,1858,Wyman (1858),AMNH,FARB 6841,AMNH FARB 6837,Holotype,USA,USA,Valid,
376,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Platystega,depressa,Platystega depressa,Wiman,1914b,Wiman (1914b),PIU,U16,PIU U16,Holotype,Sweden,Norway,Valid,
377,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Plemmyradytes,shintoni,Plemmyradytes shintoni,"Huttenlocker, Pardo, Small",2007,"Huttenlocker, Pardo, Small (2007)",DMNH,49903,DMNH 320-R,Holotype,USA,USA,Valid,
378,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Pleuronoura,pellati,Pleuronoura pellati,Gaudry,1879,Gaudry (1879),unknown,unknown,unknown,Holotype,France?,France,Nomen dubium,held in private collection
379,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Pneumatostega,potamia,Pneumatostega potamia,"Cosgriff, Zawiskie",1979,"Cosgriff, Zawiskie (1979)",BP,1/F981,BP 1/F3728,Holotype,South Africa,South Africa,Valid,
380,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Porierpeton,nitens,Porierpeton nitens,Frič,1885b,Frič (1885b),NMP,1015,NMP 1015,Lectotype,Czech Republic,Czech Republic,Nomen dubium,
381,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paratosuchidae,N/A,Paratosuchidae,Poryolosuchus,longicornis,Poryolosuchus longicornis,"Novikov, Shishkin",2018,"Novikov, Shishkin (2018)",PIN,4123/13,PIN 4123/13,Holotype,Russia,Russia,Valid,
382,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Platyoposauridae,N/A,Platyoposauridae,Prionosuchus,plummeri,Prionosuchus plummeri,Price,1948,Price (1948),DGM,320-R,DGM 5689,Holotype,Brazil,Brazil,Valid,
383,Temnospondyli,N,N,N,N/A,Edopoidea,N/A,Cochleosauridae,N/A,Cochleosauridae,Procochleosaurus,jarrowensis,Procochleosaurus jarrowensis,Sequeira,1996,Sequeira (1996),NHMUK,R.8453,NHMUK R.8453,Holotype,UK,UK,Valid,
384,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Procuhy,nazariensis,Procuhy nazariensis,"Cisneros, Marsicano, Angielczyk, Smith, Richter, Fröbisch, Kammerer, Sadleir",2015,"Cisneros, Marsicano, Angielczyk, Smith, Richter, Fröbisch, Kammerer, Sadleir (2015)",MAP,PV011,MAP PV011,Holotype,Brazil,Brazil,Valid,
385,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Procyclotosaurus,stantonensis,Procyclotosaurus stantonensis,Woodward,1904,Woodward (1904),NHMUK,R.3174,NHMUK R.3174,Holotype,UK,UK,Valid,
386,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Promastodonsaurus,bellmanni,Promastodonsaurus bellmanni,Bonaparte,1963,Bonaparte (1963),PVL,2092,PVL 2092,Holotype,Argentina,Argentina,Nomen dubium,
387,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Prothoosuchus,blomi,Prothoosuchus blomi,Getmanov,1989,Getmanov (1989),PIN,2423/1,PIN 2423/1,Holotype,Russia,Russia,Valid,
388,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Prothoosuchus,samariensis,Prothoosuchus samariensis,Getmanov,1989,Getmanov (1989),PIN,3997/1,PIN 3997/1,Holotype,Russia,Russia,Disputed (species),
389,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Capitosauroidea,Ptychosphenodon,browni,Ptychosphenodon browni,Seeley,1907,Seeley (1907),NHMUK,R.3503,NHMUK R.3503,Holotype,UK,South Africa,Nomen dubium,
390,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Qantas,samarensis,Qantas samarensis,Novikov,2012a,Novikov (2012a),PIN,4419/1,PIN 4419/1,Holotype,Russia,Russia,Valid,
391,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Quasicyclotosaurus,campi,Quasicyclotosaurus campi,Schoch,2000,Schoch (2000),UCMP,37754,UCMP 37754,Holotype,USA,USA,Valid,
392,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Australerpetinae,Rhinesuchidae,Rastosuchus,hammeri,Rastosuchus hammeri,"Dias, Dias-da-Silva, Schultz",2020,"Dias, Dias-da-Silva, Schultz (2020)",UFRGS,PV 0350-P,UFRGS PV 0350-P,Holotype,Brazil,Brazil,Valid,
393,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Reiszerpeton,renascentis,Reiszerpeton renascentis,"Maddin, Fröbisch, Evans, Milner",2013,"Maddin, Fröbisch, Evans, Milner (2013)",MCZ,1911,MCZ 1911,Holotype,USA,USA,Valid,
394,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,Derwentiinae,Rhytidosteidae,Rewana,quadricuneata,Rewana quadricuneata,Howie,1972,Howie (1972),QM,F6471,QM F6471,Holotype,Australia,Australia,Valid,
395,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Rhadalognathus,boweni,Rhadalognathus boweni,Welles,1947,Welles (1947),UCMP,36221,UCMP 36221,Holotype,USA,USA,Nomen dubium,
396,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lapillopsidae,N/A,Lapillopsidae,Rhigerpeton,isbelli,Rhigerpeton isbelli,"Gee, Beightol, Sidor",2023,"Gee, Beightol, Sidor (2023)",UWBM,VP 95522,UWBM VP 95522,Holotype,USA,Antarctica,Valid,
397,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Rhinesuchinae,Rhinesuchidae,Rhineceps,nyasaensis,Rhineceps nyasaensis,Haughton,1927,Haughton (1927),SAM-PK,7866,SAM-PK-7866,Holotype,South Africa,Malawi,Valid,split holotype
398,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Australerpetinae,Rhinesuchidae,Rhinesuchoides,tenuiceps,Rhinesuchoides tenuiceps,"Olson, Broom",1937,"Olson, Broom (1937)",FMNH,UC 1519,FMNH UC 1484,Holotype,USA,South Africa,Valid,
399,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Rhinesuchinae,Rhinesuchidae,Rhinesuchus,capensis,Rhinesuchus capensis,Haughton,1925,Haughton (1925),SAM-PK,7419,SAM-PK-7419,Holotype,South Africa,South Africa,Valid,
400,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,N/A,Rhinesuchidae,Rhinesuchus,wadiai,Rhinesuchus wadiai,Tripathi,1961b,Tripathi (1961b),GSI,18018,GSI 18017,Holotype,India,India,Nomen dubium,
401,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Rhinesuchinae,Rhinesuchidae,Rhinesuchus,whaitsi,Rhinesuchus whaitsi,Broom,1908,Broom (1908),SAM-PK,1212,SAM-PK-1212,Holotype,South Africa,South Africa,Valid,
402,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Rhinesuchus,wolgodvinensis,Rhinesuchus wolgodvinensis,Yakovlev,1923,Yakovlev (1923),PIN,225316-19,PIN 225316-19,Holotype,Russia,Russia,Nomen dubium,current location unknown per Marsicano et al. (2017)
403,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Rhytidosteus,capensis,Rhytidosteus capensis,Owen,1884,Owen (1884),NHMUK,R.455,NHMUK R.455,Holotype,UK,South Africa,Valid,
404,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Rhytidosteus,uralensis,Rhytidosteus uralensis,Shishkin,1994,Shishkin (1994),PIN,2394/17,PIN 2394/17,Holotype,Russia,Russia,Disputed (species),
405,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Latiscopidae,N/A,Latiscopidae,Rileymillerus,cosgriffi,Rileymillerus cosgriffi,"Bolt, Chatterjee",2000,"Bolt, Chatterjee (2000)",TMM,31025-182,TMM 31025-182,Holotype,USA,USA,Valid,
406,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Rotaryus,gothae,Rotaryus gothae,"Berman, Henrici, Martens, Sumida, Anderson",2011,"Berman, Henrici, Martens, Sumida, Anderson (2011)",MNG,10182,MNG 10182,Holotype,Germany,Germany,Valid,
407,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lapillopsidae,N/A,Lapillopsidae,Rotaurisaurus,contundo,Rotaurisaurus contundo,Yates,1999,Yates (1999),UTGD,87795,UTGD 87795,Holotype,Australia,Australia,Valid,
408,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Rubeostratilia,texensis,Rubeostratilia texensis,"Bourget, Anderson",2011,"Bourget, Anderson (2011)",FMNH,PR 1460,FMNH 1308,Holotype,USA,USA,Valid,
409,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Saharastega,moradiensis,Saharastega moradiensis,"Sidor, O'Keefe, Damiani, Steyer, Smith, Larsson, Sereno, Ide, Maga",2005,"Sidor, O'Keefe, Damiani, Steyer, Smith, Larsson, Sereno, Ide, Maga (2005)",MNN,MOR73,MNN MOR73,Holotype,Niger,Niger,Valid,
410,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Selenocarinae,Wetlugasauridae,Samarabatrachus,bjerringi,Samarabatrachus bjerringi,Novikov,2016,Novikov (2016),PIN,2426/16,PIN 2426/16,Holotype,Russia,Russia,Valid,
411,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Sangaia,lavinai,Sangaia lavinai,"Dias-da-Silva, Marsicano, Schultz",2006,"Dias-da-Silva, Marsicano, Schultz (2006)",UMVT,4032,UMVT 4032,Holotype,Brazil,Brazil,Valid,
412,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Scapanops,neglectus,Scapanops neglectus,"Schoch, Sues",2013,"Schoch, Sues (2013)",MCZ,2369,MCZ 2369,Holotype,USA,USA,Valid,
413,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Schoenfelderpeton,prescheri,Schoenfelderpeton prescheri,Boy,1986,Boy (1986),MMG,"PZ-38, 38a","MMG PZ-38, 38a",Holotype,Germany,Germany,Valid,
414,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,bavaricus,Sclerocephalus bavaricus,Ammon,1889,Ammon (1889),MB,Am.442,MB.Am.442,Holotype,Germany,Germany,Valid,
415,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,concordiae,Sclerocephalus concordiae,"Schoch, Sobral",2021,"Schoch, Sobral (2021)",GZG,V 7998,GZG 8672,Holotype,Germany,Germany,Valid,
416,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,credneri,Sclerocephalus credneri,Frič,1901,Frič (1901),NMP,M632,NMP M632,Holotype,Czech Republic,Czech Republic,Uncertain,Schoch & Witzmann (2009) noted that it lacks apomorphies of Sclerocephalus and may be closer to eryopoids like Onchiodon
417,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,haeuseri,Sclerocephalus haeuseri,Goldfuß,1847,Goldfuß (1847),GPIM,N 1203,GPIM-SMO 1,Neotype,Germany,Germany,Valid,
418,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,jogischneideri,Sclerocephalus jogischneideri,Werneburg,1992,Werneburg (1992),FG,321/1/29,FG 600,Holotype,Germany,Germany,Valid,
419,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,nobilis,Sclerocephalus nobilis,"Schoch, Witzmann",2009a,"Schoch, Witzmann (2009a)",NHMM,PW-2005/2,NHMM-PW-2005/2,Holotype,Germany,Germany,Valid,
420,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,stambergi,Sclerocephalus stambergi,"Klembara, Steyer",2012,"Klembara, Steyer (2012)",MHK,"81460/1, 2","MHK 81460/1, 2",Holotype,Czech Republic,Czech Republic,Valid,
421,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Sclerothoracidae,N/A,Sclerothoracidae,Sclerothorax,hypselonotus,Sclerothorax hypselonotus,von Huene,1932,von Huene (1932),HLD-V,607,HLD-V uncatalogued,Lectotype,Germany,Germany,Valid,
422,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Selenocarinae,Wetlugasauridae,Selenocara,groenlandica,Selenocara groenlandica,Säve-Söderbergh,1935,Säve-Söderbergh (1935),MGUH,VP 3339,MGUH VP 3339,Holotype,Denmark,Greenland,Valid,"genus disputed, species valid (alternatively placed in Wetlugasuarus)"
423,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Selenocarinae,Wetlugasauridae,Selenocara,rossica,Selenocara rossica,Novikov,2016,Novikov (2016),PIN,5496/6,PIN 5496/6,Holotype,Russia,Russia,Valid,"genus disputed, species valid"
424,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Siderops,kehli,Siderops kehli,"Warren, Hutchinson",1983,"Warren, Hutchinson (1983)",QM,F7882,QM F7882,Holotype,Australia,Australia,Valid,
425,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Sinobrachyops,planticephalus,Sinobrachyops planticephalus,Dong,1985,Dong (1985),ZDM,1,ZDM 1,Holotype,China,China,Valid,
426,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Slaugenhopia,texensis,Slaugenhopia texensis,Olson,1962,Olson (1962),FMNH,UR 702,FMNH UR 431,Holotype,USA,USA,Valid,
427,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Sparagmites,lacertinus,Sparagmites lacertinus,Frič,1885a,Frič (1885a),NHMUK,R.1450,NHMUK R.1450,Holotype,UK,Czech Republic,Nomen dubium,
428,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,amenasensis,Stanocephalosaurus amenasensis,"Dahoumane, Nedjari, Aït-Ouali, Taquet, Vacant, Steyer",2016,"Dahoumane, Nedjari, Aït-Ouali, Taquet, Vacant, Steyer (2016)",ZAR,3,3,Holotype,Algeria,Algeria,Valid,
429,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,birdi,Stanocephalosaurus birdi,Brown,1933,Brown (1933),AMNH,FARB 3029,AMNH FARB 2933,Holotype,USA,USA,Valid,part/counterpart with UCMP 36058
430,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,crookshanki,Stanocephalosaurus crookshanki,"Mukherjee, Sengupta",1998,"Mukherjee, Sengupta (1998)",ISI,A 55,ISI A 55,Holotype,India,India,Valid,
431,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,lapparenti,Stanocephalosaurus lapparenti,Lehman,1971,Lehman (1971),MNHN,"A, B","MNHN A, B",Syntypes,France,Algeria,Valid,
432,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,pronus,Stanocephalosaurus pronus,Howie,1970,Howie (1970),CAMZM,T.288,CAMZM T.267,Holotype,UK,Tanzania,Valid,
433,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,rajareddyi,Stanocephalosaurus rajareddyi,Roychowdhury,1970,Roychowdhury (1970),ISI,A 18,ISI A 18,Holotype,India,India,Valid,
434,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Stegops,newberryi,Stegops newberryi,Cope,1875,Cope (1875),AMNH,"FARB 6914, 6956",AMNH FARB 6841,Holotype,USA,USA,Valid,
435,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Stenokranio,boldi,Stenokranio boldi,"Werneburg, Witzmann, Rinehart, Fischer, Voigt",2024,"Werneburg, Witzmann, Rinehart, Fischer, Voigt (2024)",NHMM,PW-2019/5025,NHMM PW-2019/5025,Holotype,Germany,Germany,Valid,
436,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Stenotosaurinae,Cyclotosauridae,Stenotosaurus,semiclausus,Stenotosaurus semiclausus,Swinton,1927,Swinton (1927),NHMUK,"R.5276, R.5277","NHMUK R.5276, R.5277",Syntypes,UK,Germany,Valid,
