Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Taxon,Genus,Species,Institution,Number,Specimen,Length_mm,Epoch_lower,Epoch_upper,Reference,Geography,Notes
93,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,MCZ,?,MCZ ?,445,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
94,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,MCZ,?,MCZ ?,459,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
95,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,MCZ,?,MCZ ?,352,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
96,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,MCZ,?,MCZ ?,485,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
97,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,MCZ,?,MCZ ?,500,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
98,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,MCZ,?,MCZ ?,483,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
99,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,MCZ,1674-12,MCZ 1674-12,426,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
100,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,MCZ,1674-4,MCZ 1674-4,388,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
101,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,MCZ,1674-6,MCZ 1674-6,398,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
102,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,MCZ,1674-8,MCZ 1674-8,502,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
103,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,NMMNH,P-36228,NMMNH P-36228,373,Upper Triassic,Upper Triassic,Rinehart & Lucas (2018:table 4),USA,
104,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,NMMNH,P-61419,NMMNH P-61419,339,Upper Triassic,Upper Triassic,Rinehart & Lucas (2018:table 4),USA,
105,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,NMMNH,P-61420,NMMNH P-61420,522,Upper Triassic,Upper Triassic,Rinehart & Lucas (2018:table 4),USA,
106,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,NMMNH,P-66748,NMMNH P-66748,430,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
107,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,NMMNH,P-67334,NMMNH P-67334,379,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
108,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,NMMNH,P-69251,NMMNH P-69251,382,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
109,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,NMMNH,P-69254,NMMNH P-69254,426,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
110,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,NMMNH,P-69257,NMMNH P-69257,472,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
111,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,PPHM,3011,PPHM 3011,454,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2)",USA,
112,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,PPHM,3011-3,PPHM 3011-3,376,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2)",USA,
113,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,PPHM,3114,PPHM 3114,365,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2); Rinehart & Lucas (2023:appendix 1)",USA,
114,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,PPHM,5,PPHM 5,505,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2)",USA,
115,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,PPHM,6,PPHM 6,432,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2)",USA,
116,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,PPHM,uncat.,PPHM uncat.,369,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
117,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,PPHM,uncat.,PPHM uncat.,367,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
118,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,SMP,VP-44,SMP VP-44,420,Upper Triassic,Upper Triassic,Gee & Jasinksi (2021:1064),USA,
119,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,31098-17,TMM 31098-17,504,Upper Triassic,Upper Triassic,Sawin (1945:table 1),USA,
120,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,31099-12b,TMM 31099-12b,153,Upper Triassic,Upper Triassic,Sawin (1945:table 1),USA,
121,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,31100-122,TMM 31100-122,432,Upper Triassic,Upper Triassic,Sawin (1945:table 1),USA,
122,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,31100-124,TMM 31100-124,400,Upper Triassic,Upper Triassic,Davidow-Henry (1987:table 1; 1989:table 1),USA,used posterior margin of occipital condyle as posterior landmark
123,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,31100-134,TMM 31100-134,353,Upper Triassic,Upper Triassic,Sawin (1945:table 1),USA,
124,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,31100-161,TMM 31100-161,431,Upper Triassic,Upper Triassic,Sawin (1945:table 1),USA,
125,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,31100-30,TMM 31100-30,427,Upper Triassic,Upper Triassic,Sawin (1945:table 1),USA,
126,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,31100-42,TMM 31100-42,455,Upper Triassic,Upper Triassic,Davidow-Henry (1987:table 1; 1989:table 1),USA,used posterior margin of occipital condyle as posterior landmark
127,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,31172-11,TMM 31172-11,410,Upper Triassic,Upper Triassic,Sawin (1945:table 1),USA,
128,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,31220-2,TMM 31220-2,384,Upper Triassic,Upper Triassic,Sawin (1945:table 1),USA,
129,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,TMM,32100-42,TMM 32100-42,409,Upper Triassic,Upper Triassic,Sawin (1945:table 1),USA,
130,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,UCMP,27039,UCMP 27039,608,Upper Triassic,Upper Triassic,Rinehart & Lucas (2018:table 4),USA,
131,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,UMMP,21326,UMMP 21326,505,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2)",USA,
132,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,UMMP,7475,UMMP 7475,408,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2)",USA,listed as 443 mm by Colbert & Imbrie (1956:table 2)
133,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,UMMP,8854,UMMP 8854,560,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2)",USA,
134,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,?,USNM ?,400,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
135,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,?,USNM ?,407,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
136,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,?,USNM ?,504,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
137,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,?,USNM ?,474,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
138,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,?,USNM ?,314,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
139,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,?,USNM ?,498,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
140,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,?,USNM ?,368,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
141,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,?,USNM ?,543,Upper Triassic,Upper Triassic,Colbert & Imbrie (1956:table 1),USA,"since some specimens from this locality and repository were reported by Rinehart & Lucas (2023), these may need to be omitted from any analysis"
142,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,2,USNM 2,452,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
143,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,3,USNM 3,364,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
144,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,USNM,6,USNM 6,294,Upper Triassic,Upper Triassic,Rinehart & Lucas (2023:appendix 1),USA,
145,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,WT,3011,WT 3011,367,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2); Rinehart & Lucas (2023:appendix 1)",USA,listed only as 302 mm by Lucas et al.; they listed WT 3011-3 as being 376 mm in length but his is treated as a separate specimen (i.e. not a typo) here
146,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,WT,3011-1,WT 3011-1,451,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2)",USA,
147,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,WT,3055,WT 3055,376,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2)",USA,
148,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,WT,3067,WT 3067,430,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2); Rinehart & Lucas (2023:appendix 1)",USA,
149,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,WT,3067-2,WT 3067-2,500,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2)",USA,
150,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Anaschisma browni,Anaschisma,browni,WT,3166-1,WT 3166-1,392,Upper Triassic,Upper Triassic,"Lucas et al. (2016:90, appendix 2); Rinehart & Lucas (2023:appendix 1)",USA,
151,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Anconastes vesperus,Anconastes,vesperus,CM,41711,CM 41711,99,Pennsylvanian,Pennsylvanian,Berman et al. (1987:258),USA,
152,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Angusaurus dentatus,Angusaurus,dentatus,N/A,N/A,N/A,literature not available,Lower Triassic,Lower Triassic,Getmanov (1989),Russia,
153,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Angusaurus succedaneus,Angusaurus,succedaneus,N/A,N/A,N/A,too incomplete,Lower Triassic,Lower Triassic,Getmanov (1989),Russia,a referred complete skull (SMNS 81782) has been alternatively assigned to Thoosuchus yakovlevi
154,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Angusaurus tsylmensis,Angusaurus,tsylmensis,N/A,N/A,N/A,literature not available,Lower Triassic,Lower Triassic,Novikov (1990),Russia,
155,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Angusaurus weidenbaumi,Angusaurus,weidenbaumi,N/A,N/A,N/A,too incomplete,Lower Triassic,Lower Triassic,Kuz'min (1935),Russia,
156,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Antarctosuchus polyodon,Antarctosuchus,polyodon,AMNH,FARB 24411,AMNH FARB 24411,700,Middle Triassic,Middle Triassic,Sidor et al. (2014:540),Antarctica,
157,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,188,MNHNP-COM 188,7.5,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
158,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,191,MNHNP-COM 191,12.3,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
159,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,200,MNHNP-COM 200,8.7,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
160,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,205,MNHNP-COM 205,8.4,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
161,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,206,MNHNP-COM 206,9.8,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
162,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,221,MNHNP-COM 221,10,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,given as range of 10 to 11
163,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,232,MNHNP-COM 232,9.2,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
164,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,234,MNHNP-COM 234,8,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
165,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,245,MNHNP-COM 245,10,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
166,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,250,MNHNP-COM 250,8,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
167,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,260,MNHNP-COM 260,7.2,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
168,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fayoli,Anthracobamus,fayoli,MNHNP-COM,263,MNHNP-COM 263,10,Pennsylvanian,Pennsylvanian,Werneburg (2019:table 1),France,
169,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus fritschi,Anthracobamus,fritschi,NHMW,1894-2385,NHMW-1894-2385,13.9,Pennsylvanian,Pennsylvanian,Werneburg (2012:table 2),Czech Republic,
